sls_ord_num,sls_prd_key,sls_cust_id,sls_store_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO80251,COM_RAM-1007,21067,7,20251217,20251225,20260104,3106,1,3106
SO80252,COM_RAM-1004,21455,3,20251225,20251228,20260106,4401,1,4401
SO80252,MOB_SWA-1006,21455,3,20251225,20251228,20260106,24102,2,12051
SO80253,GAM_CON-1012,22624,5,20251210,20251219,20251224,61988,2,30994
SO80254,ACC_CHG-1002,23924,2,20251223,0,20260105,1026,2,513
SO80254,GAM_CTR-1009,23924,2,20251223,20251226,20260105,4894,2,2447
SO80255,MOB_TAB-1011,,5,20251203,20251208,20251220,41252,2,20626
SO80255,COM_GPU-1012,20685,5,0,20251208,20251220,62628,2,31314
SO80256,COM_GPU-1006,25620,4,20251213,20251219,20251224,197784,3,65928
SO80257,MOB_SWA-1012,24458,3,20251201,20251204,20251212,,2,13035
SO80258,GAM_CON-1008,27148,4,20251225,20260103,20260113,19692,1,19692
SO80258,DIS_TVS-1006,27148,4,20251225,20260103,20260113,133276,2,66638
SO80258,ACC_PWB-1016,27148,4,20251225,20260103,20260113,1853,1,1853
SO80258,ACC_CAB-1018,27148,4,20251225,20260103,20260113,1322,1,1322
SO80258,COM_DSK-1004,27148,4,20251225,20260103,20260113,59112,2,29556
SO80259,DIS_TVS-1002,20006,7,20251226,20251231,20260115,56838,3,18946
SO80260,COM_STR-1002,23156,3,20251212,20251222,20251227,15710,2,7855
SO80260,DIS_MON-1006,23156,3,20251212,20251222,20251227,22250,1,22250
SO80261,COM_DSK-1020,21952,2,20251209,20251212,20251228,20825,1,20825
SO80262,GAM_CON-1001,20900,7,20251212,20251221,20260101,29318,1,29318
SO80262,DIS_TVS-1005,20900,7,20251212,20251221,20260101,87664,2,43832
SO80262,DIS_TVS-1014,20900,7,20251212,20251221,20260101,39996,1,39996
SO80262,ACC_CAB-1011,20900,7,20251212,20251221,20260101,376,1,376
SO80262,MOB_TAB-1014,20900,7,20251212,20251221,20260101,30137,1,30137
SO80262,ACC_CHG-1012,20900,7,20251212,20251221,20260101,677,1,677
SO80262,MOB_TAB-1009,20900,7,20251212,20251221,20260101,28579,1,28579
SO80262,ACC_CAB-1015,20900,7,20251212,20251221,20260101,448,1,448
SO80263,DIS_MON-1009,24055,4,20251213,20251216,20251230,25458,2,12729
SO80263,GAM_ACC-1015,24055,4,20251213,20251216,20251230,8970,2,4485
SO80263,COM_STR-1001,24055,4,20251213,20251216,20251230,15074,2,7537
SO80264,ACC_CHG-1010,27277,3,20251205,20251215,20251218,1654,2,827
SO80264,ACC_CHG-1007,27277,3,20251205,20251215,20251218,3450,3,1150
SO80264,COM_STR-1010,27277,3,20251205,20251215,20251218,17572,2,8786
SO80264,MOB_SWA-1023,27277,3,20251205,20251215,20251218,11133,1,11133
SO80265,GAM_CON-1020,22253,6,20251202,20251207,20251214,27259,1,27259
SO80266,MOB_TAB-1001,20343,5,20251213,20251223,20260101,23410,2,11705
SO80267,GAM_CTR-1017,22016,1,20251208,20251218,20251223,4503,3,1501
SO80268,DIS_TVS-1007,25342,1,20251219,20251229,20251229,22526,1,22526
SO80269,MOB_SWA-1013,21340,7,20251217,20251226,20260101,24714,2,12357
SO80269,COM_DSK-1013,21340,7,20251217,20251226,20260101,1336,1,1336
SO80270,GAM_ACC-1019,26192,5,20251202,20251211,20251222,2959,1,2959
SO80270,DIS_TVS-1003,26192,5,20251202,20251211,20251222,15343,1,15343
SO80271,COM_GPU-1004,22055,7,20251202,20251208,20251212,101319,3,33773
SO80272,MOB_TAB-1013,22131,3,20251230,20260107,20260112,32644,2,16322
SO80272,ACC_CAB-1004,22131,3,20251230,20260107,20260112,456,3,152
SO80273,ACC_CAB-1012,21334,3,20251210,20251220,20251226,744,2,372
SO80274,DIS_TVS-1009,27767,5,20251222,20260101,20260106,15218,1,15218
SO80275,COM_RAM-1010,23755,1,20251228,20251230,20260114,2654,2,1327
SO80276, ACC_PWB-1012,25426,1,20251203,20251210,20251220,4100,2,2050
SO80277,GAM_CTR-1002,24513,7,20251221,20251227,20260102,1684,1,1684
SO80278,GAM_CTR-1015,26105,5,20251225,20251229,20260107,4749,1,4749
SO80279,GAM_ACC-1019,25646,7,20251226,20251228,20260113,3082,1,3082
SO80279,GAM_CTR-1009,25646,7,20251226,20251228,20260113,2991,1,2658
SO80280,ACC_CAS-1006,27134,1,20251216,20251218,20251227,398,2,199
SO80280,ACC_CHG-1004,27134,1,20251216,20251218,20251227,843,1,843
SO80281,COM_STR-1009,27553,2,20251205,20251213,20251219,11012,2,5506
SO80281,COM_DSK-1017,27553,2,20251205,20251213,20251219,74428,1,74428
SO80281,COM_DSK-1012,27553,2,20251205,20251213,20251219,178157,3,59419
SO80282,COM_RAM-1005,22416,3,20251221,20251226,20260106,4550,1,4550
SO80282,ACC_CHG-1015,22416,3,20251221,20251226,20260106,1075,1,1075
SO80283,MOB_SWA-1004,20964,4,20251216,20251219,20251226,30850,2,15425
SO80283,ACC_CAB-1020,20964,4,20251216,20251219,20251226,520,1,520
SO80283,COM_LAP-1009,20964,4,20251216,20251219,20251226,29332,1,29332
SO80284,GAM_CTR-1014,22183,5,20251210,20251217,20251226,1193,1,1193
SO80285,GAM_CTR-1017,23414,2,20251207,20251212,20251221,1361,1,1361
SO80285,MOB_SWA-1018,23414,2,20251207,20251212,20251221,11671,1,11671
SO80286,ACC_CHG-1003,23729,6,20251214,20251220,20251224,331,1,331
SO80286,GAM_CON-1013,23729,6,20251214,20251220,20251224,51168,2,25584
SO80287,COM_GPU-1001,21556,7,20251214,20251223,20251228,78542,2,39271
SO80287,ACC_PWB-1011,21556,7,20251214,20251223,20251228,2690,1,2690
SO80288,COM_GPU-1010,22839,6,20251210,20251216,20251230,67017,1,67017
SO80289,GAM_ACC-1016,27452,4,20251207,20251213,20251222,3600,2,1800
SO80289,DIS_TVS-1004,27452,4,20251207,20251213,20251222,106824,2,53412
SO80289,COM_DSK-1009,27452,4,20251207,20251213,20251222,1310,1,1310
SO80289,ACC_CAS-1008,27452,4,20251207,20251213,20251222,666,2,333
SO80290,COM_RAM-1002,23128,7,20251215,20251220,20260102,3726,1,4196
SO80291,MOB_TAB-1009,24002,6,20251231,20260109,20260114,27863,1,27863
SO80291,DIS_MON-1013,24002,6,20251231,20260109,20260114,19814,2,9907
SO80291,MOB_SMP-1004,24002,6,20251231,20260109,20260114,33722,2,16861
SO80292,MOB_SWA-1022,20731,5,20251229,20251231,20260113,27518,2,13759
SO80292,DIS_MON-1006,20731,5,20251229,20251231,20260113,20147,1,20147
SO80293,ACC_CAS-1003,22059,2,20251229,20260108,20260109,676,1,676
SO80293,MOB_TAB-1011,22059,2,20251229,20260108,20260109,44508,2,22254
SO80294,COM_LAP-1014,22078,4,0,20251212,20251217,2346,2,1173
SO80295,COM_STR-1001,26921,4,20251208,20251210,20251223,7492,1,7492
SO80296,ACC_CAB-1007,27559,7,20251217,20251223,20251229,359,1,359
SO80297, DIS_MON-1010,26743,4,20251231,20260104,20260112,29642,2,14821
SO80297,COM_DSK-1012,26743,4,20251231,20260104,20260112,61417,1,61417
SO80298,COM_DSK-1005,22681,7,20251212,20251215,20251224,113709,3,37903
SO80298,GAM_ACC-1008,22681,7,20251212,20251215,20251224,9702,3,3234
SO80299,MOB_SWA-1018,24758,4,20251229,20260103,20260112,12034,1,12115
SO80299,COM_STR-1011,24758,4,20251229,20260103,20260112,9401,1,9401
SO80300,ACC_CHG-1008,24933,1,20251215,20251221,20251231,1896,2,948
SO80301,COM_LAP-1007,27544,5,20251210,20251217,20251228,222102,2,111051
SO80301,ACC_CHG-1014,27544,5,20251210,20251217,20251228,432,1,432
SO80302,COM_RAM-1001,26411,3,20251231,20260109,20260119,13050,3,4350
SO80303,GAM_CTR-1005,26582,5,20251202,20251206,20251215,4548,2,2274
SO80304,ACC_CAS-1007,25760,2,20251205,20251213,20251218,560,2,280
SO80304,DIS_TVS-1014,25760,2,20251205,20251213,20251218,42789,1,42789
SO80305,COM_DSK-1019,24396,1,20251218,20251220,20260107,252093,3,84031
SO80306, ACC_CHG-1013,21178,7,20251225,20260102,20260107,766,1,766
SO80307,COM_LAP-1015,25007,7,20251210,20251215,20251224,59904,1,59904
SO80307,GAM_ACC-1008,25007,7,20251210,20251215,20251224,3224,1,3224
SO80308,ACC_CAB-1008,27685,4,20251225,20260101,20260111,588,2,294
SO80308,DIS_TVS-1010,27685,4,20251225,0,20260111,72966,2,36483
SO80309,COM_LAP-1012,23181,4,20251221,20251226,20260108,75699,1,75699
SO80309,COM_STR-1010,23181,4,20251221,20251226,20260108,9553,1,9553
SO80310,DIS_MON-1010,24661,7,20251223,20251230,20260105,15173,1,15173
SO80311,ACC_CHG-1009,27212,5,20251231,20260106,20260115,763,1,763
SO80311,COM_RAM-1002,27212,5,20251231,20260106,20260115,7462,2,3731
SO80312,COM_MTB-1005,23945,5,20251222,0,20260105,2746,1,2746
SO80313,COM_GPU-1007,22389,4,0,20260103,20260111,1177,1,1177
SO80314,COM_LAP-1012,20332,1,20251217,20251225,20251230,146984,2,73492
SO80315,COM_LAP-1009,27520,1,20251230,20260101,20260116,27425,1,27425
SO80316,COM_MTB-1003,23406,7,20251225,20260104,20260108,7926,1,7926
SO80316,ACC_CAB-1009,23406,7,20251225,20260104,20260108,193,1,193
SO80317,MOB_TAB-1011,20649,7,20251214,20251220,20251229,42165,2,0
SO80317,ACC_CHG-1001,20649,7,20251214,20251220,20251229,619,1,0
SO80317,GAM_CON-1019,20649,7,20251214,20251220,20251229,1326,1,1326
SO80318,COM_LAP-1004,22069,3,20251224,20251228,20260107,60946,1,60946
SO80319,COM_STR-1004,23081,3,20251218,20251228,20260104,4133,1,4133
SO80320,MOB_TAB-1014,22371,3,20251220,20251223,20260106,64326,2,32163
SO80320,GAM_CON-1004,22371,3,20251220,20251223,20260106,62886,2,31443
SO80320,COM_MTB-1007,22371,3,20251220,20251223,20260106,3211,1,3211
SO80320,GAM_ACC-1002,22371,3,20251220,20251223,20260106,3549,3,1183
SO80321,ACC_PWB-1009,26375,7,20251228,20260101,20260114,726,1,726
SO80322,DIS_TVS-1010,24909,1,20251230,20260105,20260110,115140,3,38380
SO80322,GAM_ACC-1014,24909,1,20251230,20260105,20260110,1314,2,657
SO80323,DIS_TVS-1010,26197,1,20251228,20260104,20260117,81854,2,40927
SO80324,ACC_CAB-1018,23850,6,20251204,20251206,20251223,2368,2,1184
SO80325,DIS_TVS-1009,26599,6,20251214,20251223,20251225,16326,1,16326
SO80326,ACC_PWB-1001,27550,4,20251216,20251225,20260105,1633,1,1633
SO80327,ACC_CHG-1008,20624,1,20251209,20251219,20251219,971,1,971
SO80327,COM_DSK-1020,20624,1,20251209,20251219,20251219,21600,1,21600
SO80328,ACC_CAS-1007,23909,3,20251229,20260104,20260113,576,2,288
SO80329,COM_GPU-1004,20684,6,20251223,20251225,20260112,64338,2,32169
SO80330,ACC_CAB-1011,24091,6,20251211,20251221,20251224,1104,3,368
SO80331,GAM_CTR-1018,22231,3,20251224,20251231,20260108,14193,3,4731
SO80332,COM_RAM-1011,24109,1,20251205,20251209,20251222,1919,1,1919
SO80332,ACC_PWB-1015,24109,1,20251205,20251209,20251222,5060,2,2530
SO80332,GAM_CON-1017,24109,1,20251205,20251209,20251222,33444,2,-16722
SO80332,DIS_MON-1004,24109,1,20251205,20251209,20251222,11866,2,5933
SO80333,COM_LAP-1004,23953,5,20251215,20251217,20251226,127336,2,63668
SO80334,GAM_CTR-1014,27498,7,20251210,20251219,20251229,2384,2,1192
SO80335,MOB_SWA-1010,22320,5,20251221,20251225,20260102,22520,2,11260
SO80336,COM_GPU-1006,21207,5,20251213,20251216,20251226,70410,1,70410
SO80337,COM_STR-1016,22480,3,20251209,20251219,20251226,6200,1,6200
SO80337,COM_DSK-1013,22480,3,20251209,20251219,20251226,1175,1,1175
SO80338,MOB_SMP-1007,22385,5,20251213,20251220,20251230,,3,10654
SO80338,ACC_CAS-1002,22385,5,20251213,20251220,20251230,503,1,503
SO80339,GAM_CON-1001,27931,3,20251210,20251213,20251225,30448,1,30448
SO80339,ACC_PWB-1009,27931,3,20251210,20251213,20251225,1412,2,706
SO80339,MOB_SMP-1008,27931,3,20251210,20251213,20251225,16651,1,16651
SO80339,COM_STR-1011,27931,3,20251210,20251213,20251225,26859,3,8953
SO80339,DIS_MON-1003,27931,3,20251210,20251213,20251225,12468,1,12468
SO80340,GAM_CON-1004,23247,1,20251221,20251230,20260103,29190,1,29190
SO80341,ACC_CAS-1013,25613,5,20251208,20251212,20251227,794,2,397
SO80341,GAM_ACC-1017,25613,5,20251208,20251212,20251227,3593,1,3593
SO80341,GAM_CON-1003,25613,5,20251208,20251212,20251227,1250,1,1250
SO80342,ACC_PWB-1002,23007,5,20251206,20251213,20251221,648,1,648
SO80342,ACC_CHG-1007,23007,5,20251206,20251213,20251221,1110,1,1110
SO80342,MOB_SMP-1003,23007,5,20251206,0,20251221,43876,2,21938
SO80342,MOB_TAB-1014,23007,5,20251206,20251213,20251221,29110,1,29110
SO80343,GAM_ACC-1011,20780,7,20251206,20251209,20251223,4737,3,1579
SO80343,COM_GPU-1009,20780,7,20251206,20251209,20251223,16683,1,16683
SO80344,MOB_SWA-1019,23619,2,20251212,20251220,20251227,23490,2,11745
SO80345,ACC_CHG-1002,25112,3,20251203,20251211,20251219,580,1,580
SO80345,COM_STR-1019,25112,3,20251203,20251211,20251219,6760,1,6760
SO80346,COM_GPU-1007,23051,4,20251210,20251214,20251230,2916,2,1239
SO80347,ACC_CAS-1007,22601,7,20251215,20251222,20251231,277,1,277
SO80348,COM_DSK-1006,25135,7,20251213,20251223,20251228,103424,2,51712
SO80349,GAM_ACC-1017,22323,4,20251216,20251225,20260103,3618,1,3618
SO80350,GAM_CTR-1012,27082,3,20251214,20251220,20251226,1989,1,0
SO80351,ACC_CHG-1014,22650,3,20251221,20251225,20260109,1287,3,429
SO80352,COM_RAM-1013,24998,3,20251201,20251211,20251215,1708,1,1708
SO80353,GAM_CTR-1014,25699,7,20251214,20251217,20251231,1163,1,1163
SO80354,DIS_MON-1005,26012,7,20251228,20260106,20260115,,2,21072
SO80355,ACC_CAB-1008,20480,2,20251210,20251220,20251220,282,1,282
SO80356,COM_LAP-1011,23720,1,20251216,20251226,20251226,52420,1,52420
SO80357,COM_DSK-1020,,4,20251221,20251229,20260103,19940,1,19940
SO80358,ACC_CHG-1002,26283,5,20251212,20251214,20260101,581,1,581
SO80358,ACC_CAS-1001,26283,5,20251212,20251214,20260101,703,2,198
SO80358,COM_RAM-1006,26283,5,20251212,20251214,20260101,4132,2,2066
SO80358,ACC_CHG-1012,26283,5,20251212,20251214,20260101,1464,2,732
SO80359,ACC_CAS-1005,27116,6,20251202,20251209,20251216,1269,3,423
SO80360,COM_LAP-1015,24459,6,20251230,20260102,20260111,68889,1,68889
SO80361,GAM_ACC-1014,21635,2,20251207,20251212,20251222,672,1,672
SO80362,ACC_CAS-1014,22564,4,20251203,20251213,20251216,1250,2,625
SO80363,COM_GPU-1002,25551,4,20251229,20260104,20260109,92620,2,46310
SO80364,GAM_ACC-1004,23201,1,20251202,20251212,20251215,705,1,705
SO80364,COM_DSK-1020,23201,1,20251202,20251212,20251215,19989,1,19989
SO80364,MOB_SWA-1005,23201,1,20251202,20251212,20251215,42102,3,14034
SO80364,ACC_CAB-1011,23201,1,20251202,20251212,20251215,407,1,407
SO80364,MOB_SWA-1010,23201,1,20251202,20251212,20251215,11042,1,11042
SO80365,GAM_CTR-1015,24484,4,20251206,20251212,20251224,4477,1,4477
SO80366,COM_DSK-1016,26320,4,20251231,20260109,20260117,16002,1,16002
SO80367,GAM_CON-1008,22052,1,20251220,20251223,20260108,36324,2,18162
SO80368,ACC_PWB-1002,26990,4,20251205,20251211,20251218,615,1,615
SO80369,ACC_CHG-1011,27514,4,20251230,20260105,20260112,2578,2,1289
SO80369,MOB_SMP-1010,27514,4,20251230,20260105,20260112,4332,1,4332
SO80369,GAM_ACC-1018,27514,4,20251230,20260105,20260112,2956,2,1478
SO80370,COM_STR-1007,21968,5,20251201,0,20251221,8190,1,8190
SO80371,ACC_CHG-1010,20240,4,20251202,20251207,20251220,1662,2,831
SO80371,COM_STR-1015,20240,4,20251202,20251207,20251220,2894,2,1447
SO80372,MOB_SMP-1009,25358,6,20251226,20251229,20260108,50962,1,50962
SO80373,ACC_PWB-1016,25692,1,20251205,20251213,20251221,5485,3,1992
SO80374,ACC_CAS-1007,26879,2,20251211,20251219,20251227,299,1,299
SO80374,DIS_MON-1015,26879,2,20251211,20251219,20251227,1155,1,1155
SO80375,ACC_CAB-1008,21486,2,20251228,20260102,20260107,837,3,279
SO80376,MOB_SWA-1008,23647,5,20251224,20260102,20260111,29928,2,14964
SO80376,COM_DSK-1016,23647,5,20251224,20260102,20260111,,2,17135
SO80376,MOB_SMP-1003,23647,5,20251224,20260102,20260111,22481,1,22481
SO80376,GAM_CON-1017,23647,5,20251224,20260102,20260111,16099,1,16099
SO80376,ACC_PWB-1004,23647,5,20251224,20260102,20260111,2543,1,2543
SO80376,MOB_TAB-1007,23647,5,20251224,20260102,20260111,8210,1,8210
SO80377,COM_GPU-1010,26110,2,20251223,20251227,20260111,66797,1,66797
SO80378,COM_LAP-1008,27189,6,20251207,20251210,20251225,39518,1,39518
SO80378,MOB_TAB-1010,27189,6,20251207,20251210,20251225,14244,1,14244
SO80379,COM_RAM-1002,,6,20251205,20251211,20251215,3814,1,3814
SO80380,DIS_MON-1001,27724,4,20251205,20251215,20251220,27206,2,13603
SO80381,ACC_CHG-1001,21770,3,20251202,20251211,20251212,576,1,576
SO80382,DIS_MON-1012,27916,7,20251216,20251220,20260103,13056,3,4352
SO80382,COM_STR-1007,27916,7,20251216,20251220,20260103,7560,1,7560
SO80382,MOB_SWA-1014,27916,7,20251216,20251220,20260103,7434,1,7434
SO80383,GAM_CON-1005,27833,5,20251217,20251225,20251230,29281,1,29281
SO80384,MOB_TAB-1011,22317,6,20251213,20251215,20251224,20701,1,20701
SO80385,GAM_CTR-1008,20346,1,20251223,20251225,20260106,2617,1,0
SO80385,COM_STR-1005,20346,1,20251223,20251225,20260106,5266,1,5266
SO80385,ACC_PWB-1015,20346,1,20251223,0,20260106,4760,2,-2380
SO80386,GAM_CTR-1007,25680,4,20251225,20251229,20260104,3583,1,3583
SO80387,COM_RAM-1004,23535,7,20251227,20260104,20260107,4142,1,4142
SO80387,GAM_ACC-1001,23535,7,20251227,20260104,20260107,3564,2,1782
SO80388,ACC_CHG-1006,20791,2,20251210,20251219,20251223,965,1,965
SO80389,COM_RAM-1012,21575,3,20251206,20251214,20251224,4424,1,4424
SO80390,COM_LAP-1014,20690,2,20251201,20251204,20251219,1202,1,1202
SO80390,GAM_CTR-1018,20690,2,20251201,20251204,20251219,5094,1,5094
SO80390,ACC_PWB-1006,20690,2,20251201,20251204,20251219,3708,2,1854
SO80390,COM_DSK-1010,20690,2,20251201,20251204,20251219,3762,3,1254
SO80390,MOB_TAB-1005,20690,2,20251201,20251204,20251219,15892,1,15555
SO80390,COM_STR-1015,20690,2,20251201,20251204,20251219,2982,2,1491
SO80390,MOB_SWA-1001,20690,2,20251201,20251204,20251219,37593,3,12531
SO80391, MOB_SWA-1021,24996,6,20251205,20251212,20251216,21636,2,10818
SO80391,GAM_CON-1016,24996,6,20251205,20251212,20251216,12144,1,11781
SO80392,DIS_TVS-1007,22017,1,20251231,20260102,20260111,41088,2,-20544
SO80393,COM_LAP-1015,21732,3,20251228,20260105,20260114,63516,1,63516
SO80393,MOB_SMP-1007,21732,3,20251228,20260105,20260114,10103,1,10103
SO80394,GAM_ACC-1004,25143,7,20251213,20251221,20251228,650,1,650
SO80395,GAM_ACC-1009,22375,7,20251228,20251231,20260116,4704,2,2352
SO80396,ACC_PWB-1004,24108,5,20251202,20251207,20251222,5298,2,2649
SO80397,COM_LAP-1012,23751,6,20251205,20251215,20251216,80540,1,80540
SO80397,GAM_CON-1021,23751,6,20251205,20251215,20251216,26691,1,26691
SO80397,GAM_CTR-1002,23751,6,20251205,20251215,20251216,5451,3,1817
SO80398,COM_GPU-1009,26512,7,20251211,20251215,20251230,15223,1,15223
SO80398,COM_RAM-1010,26512,7,20251211,20251215,20251230,2616,2,1308
SO80399,MOB_TAB-1002,27034,5,20251231,20260106,20260110,39056,2,19528
SO80399,DIS_MON-1011,27034,5,20251231,20260106,20260110,14664,1,14664
SO80400,GAM_CON-1013,27191,7,20251208,20251218,20251224,55638,2,27819
SO80401,MOB_SWA-1017,21530,1,20251228,20260105,20260113,27372,2,13686
SO80401,ACC_CHG-1013,21530,1,20251228,20260105,20260113,777,1,777
SO80401,MOB_SWA-1018,21530,1,20251228,20260105,20260113,34020,3,11340
SO80401,GAM_ACC-1014,21530,1,20251228,20260105,20260113,630,1,-630
SO80402,MOB_SWA-1017,25391,5,20251215,20251225,20251226,27220,2,13610
SO80402,MOB_SWA-1017,25391,5,20251215,20251225,20251226,27812,2,13906
SO80403,GAM_ACC-1013,22138,5,20251220,20251223,20260107,5784,3,1928
SO80404,MOB_TAB-1003,24682,7,20251221,0,20260110,17601,1,17601
SO80405,COM_RAM-1009,24585,6,20251214,20251220,20260101,9663,3,3221
SO80405,COM_STR-1007,24585,6,20251214,20251220,20260101,8623,1,8623
SO80405,ACC_CAS-1004,24585,6,20251214,20251220,20260101,4011,3,1337
SO80406,GAM_CON-1014,20962,4,20251227,20260106,20260114,11887,1,11887
SO80406,ACC_CAS-1008,20962,4,20251227,20260106,20260114,666,2,333
SO80406,ACC_CHG-1011,20962,4,20251227,20260106,20260114,2394,2,1197
SO80406,MOB_SMP-1006,20962,4,20251227,20260106,20260114,1330,1,1330
SO80406,ACC_CHG-1010,20962,4,20251227,20260106,20260114,864,1,864
SO80407,ACC_PWB-1015,22027,3,20251223,20251227,20260112,2544,1,2544
SO80408,MOB_TAB-1004,23009,7,20251216,0,20251227,23954,2,11977
SO80408,MOB_SMP-1008,23009,7,20251216,20251222,20251227,15683,1,-15683
SO80408,COM_RAM-1005,23009,7,20251216,20251222,20251227,4320,1,4320
SO80409,COM_RAM-1006,21265,6,20251217,20251226,20251230,3720,2,1860
SO80410,DIS_MON-1015,25130,4,20251215,20251219,20260104,1280,1,1280
SO80411,GAM_CTR-1005,26721,5,20251219,20251224,20260108,2311,1,2311
SO80411,MOB_SMP-1004,26721,5,20251219,20251224,20260108,48489,3,16163
SO80411,DIS_MON-1009,26721,5,20251219,20251224,20260108,12797,1,12797
SO80412,GAM_CON-1001,27729,6,20251202,0,20251221,92955,3,30985
SO80413,COM_STR-1012,24037,2,20251204,0,20251221,17960,2,8980
SO80413,DIS_TVS-1012,24037,2,20251204,20251214,20251221,59026,1,59026
SO80413,ACC_CAB-1013,24037,2,20251204,20251214,20251221,413,1,413
SO80414,ACC_CAB-1007,23544,5,20251212,20251216,20251227,750,2,375
SO80415,COM_RAM-1008,25261,7,20251216,20251222,20260102,8102,2,4051
SO80416,COM_STR-1007,27536,3,20251214,20251220,20251228,8836,1,8836
SO80417,ACC_CHG-1004,21556,4,20251229,20260108,20260114,841,1,841
SO80418,ACC_CHG-1012,26088,2,20251231,20260102,20260113,2337,3,779
SO80419,ACC_PWB-1018,23029,5,20251210,20251220,20251229,2275,1,2275
SO80419,DIS_TVS-1006,23029,5,20251210,20251220,20251229,204093,3,68031
SO80419,ACC_CAB-1002,23029,5,20251210,20251220,20251229,3525,3,1175
SO80420,MOB_TAB-1005,26459,6,20251206,20251210,20251225,16138,1,16138
SO80420,MOB_SWA-1023,26459,6,20251206,20251210,20251225,12660,1,12660
SO80421,COM_DSK-1004,26988,5,20251209,20251215,20251223,27900,1,27900
SO80422,GAM_CON-1006,20640,3,20251206,20251211,20251221,26379,1,26379
SO80423,MOB_TAB-1014,27787,1,20251227,20251229,20260114,99738,3,33246
SO80424,DIS_TVS-1002,27638,2,20251202,20251209,20251214,62355,3,20785
SO80425,DIS_MON-1014,22565,3,20251205,20251209,20251224,12842,2,6421
SO80425,COM_DSK-1010,22565,3,20251205,20251209,20251224,2316,2,1158
SO80425,COM_DSK-1007,22565,3,20251205,20251209,20251224,94948,2,47474
SO80426,ACC_CAS-1007,20182,5,20251204,20251209,20251222,305,1,305
SO80426,COM_DSK-1002,20182,5,20251204,20251209,20251222,49265,1,49265
SO80427,COM_DSK-1014,22322,5,20251213,20251223,20251223,137679,2,69069
SO80427,GAM_ACC-1002,22322,5,20251213,20251223,20251223,2492,2,1246
SO80428,ACC_CAS-1006,23743,1,20251224,20260102,20260106,597,3,199
SO80428,DIS_TVS-1010,23743,1,20251224,20260102,20260106,81562,2,40781
SO80429,COM_RAM-1013,21695,4,20251226,20260102,20260109,1766,1,1766
SO80430,GAM_CON-1019,24197,1,20251201,20251205,20251213,2592,2,1296
SO80430,DIS_MON-1001,24197,1,20251201,20251205,20251213,12682,1,13101
SO80431,ACC_CHG-1007,23052,2,20251206,20251214,20251218,1199,1,1199
SO80431,COM_DSK-1011,23052,2,20251206,20251214,20251218,34324,2,17162
SO80432,COM_DSK-1001,25916,4,20251224,20251230,20260112,51405,3,17135
SO80433,COM_MTB-1003,20871,2,20251231,20260105,20260118,7889,1,7889
SO80434,COM_GPU-1001,21946,1,20251210,20251216,20251222,37684,1,37684
SO80434,GAM_CON-1018,21946,1,20251210,20251216,20251222,12916,1,12916
SO80434,MOB_SWA-1002,21946,1,20251210,20251216,20251222,11384,1,11384
SO80435,COM_GPU-1005,23407,1,20251210,20251218,20251222,61114,2,30557
SO80436,MOB_SWA-1015,23915,4,20251228,20260101,20260116,12468,1,12768
SO80437,GAM_CON-1013,23614,1,20251222,20251229,20260104,28536,1,28536
SO80437,DIS_TVS-1006,23614,1,20251222,20251229,20260104,194121,3,64707
SO80437,GAM_CTR-1013,23614,1,20251222,20251229,20260104,2144,2,1072
SO80438,COM_RAM-1001,26960,3,20251201,20251211,20251217,4193,1,4193
SO80439,COM_LAP-1003,24461,2,20251202,20251205,20251222,73928,2,36964
SO80439,ACC_CAS-1009,,2,20251202,20251205,20251222,655,1,655
SO80440,DIS_MON-1002,22005,4,20251228,20260103,20260117,16402,1,16402
SO80441,ACC_CAB-1010,21713,2,20251212,20251216,20260101,470,1,470
SO80441,COM_STR-1006,21713,2,20251212,20251216,20260101,5294,1,5294
SO80441,ACC_CHG-1006,21713,2,20251212,20251216,20260101,1850,2,925
SO80441,COM_RAM-1010,21713,2,20251212,20251216,20260101,2646,2,1323
SO80442,GAM_CON-1008,27560,3,20251216,20251222,20251226,18609,1,18609
SO80442,COM_DSK-1010,27560,3,20251216,20251222,20251226,2592,2,1296
SO80442,MOB_SMP-1012,27560,3,20251216,20251222,20251226,1302,1,1302
SO80442,COM_DSK-1015,27560,3,20251216,20251222,20251226,72166,2,36083
SO80443,ACC_PWB-1002,20131,7,20251201,20251205,20251221,675,1,675
SO80444,ACC_PWB-1007,25695,6,20251221,20251225,20260101,2944,1,2944
SO80444,MOB_SWA-1009,25695,6,20251221,20251225,20260101,15762,2,7881
SO80445,GAM_CON-1002,25293,1,20251206,20251212,20251219,47540,2,23770
SO80445,DIS_TVS-1003,25293,1,20251206,20251212,20251219,31034,2,15517
SO80446,DIS_MON-1011,24712,1,20251223,20251230,20260106,32342,2,16171
SO80447,COM_RAM-1011,21202,1,20251206,20251210,20251224,1896,1,1896
SO80447,COM_GPU-1006,21202,1,20251206,20251210,20251224,149564,2,74782
SO80448,GAM_ACC-1003,23251,7,20251202,20251210,20251216,6408,2,3204
SO80449,GAM_ACC-1012,22047,2,20251224,20251230,20260113,4724,2,2362
SO80449,ACC_CAS-1015,22047,2,20251224,20251230,20260113,552,2,276
